id,jurisdiction,jurisdiction_code,country,regulation_name,authority,product_category,voc_limit_g_per_L,unit,effective_date,last_amended,source_url,scope,healthcare_context,zero_voc_threshold_g_per_L,low_voc_threshold_g_per_L,classification
70,Connecticut,US-CT,United States,OTC Model Rule — Connecticut Consumer Products VOC Regulations,Connecticut Department of Environmental Protection / OTC,Spot Remover,15.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used on carpeted areas and upholstered furniture. Must not leave residues that interfere with subsequent disinfection.,5.0,50.0,Low VOC
71,Connecticut,US-CT,United States,OTC Model Rule — Connecticut Consumer Products VOC Regulations,Connecticut Department of Environmental Protection / OTC,Dust Suppressant,0.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used in construction/renovation zones adjacent to active patient care. ICRA (Infection Control Risk Assessment) protocols apply.,5.0,50.0,Zero VOC
72,Connecticut,US-CT,United States,OTC Model Rule — Connecticut Consumer Products VOC Regulations,Connecticut Department of Environmental Protection / OTC,Adhesive Remover,35.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used for label/tape residue removal from equipment and surfaces. Low-VOC formulations required for use near patient care areas.,5.0,50.0,Low VOC
73,Connecticut,US-CT,United States,OTC Model Rule — Connecticut Consumer Products VOC Regulations,Connecticut Department of Environmental Protection / OTC,Graffiti Remover,40.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Occasional use in emergency departments, psychiatric units, and exterior surfaces. High-VOC products require ventilation controls.",5.0,50.0,Low VOC
74,Connecticut,US-CT,United States,OTC Model Rule — Connecticut Consumer Products VOC Regulations,Connecticut Department of Environmental Protection / OTC,Heavy-Duty Hand Cleaner,7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used by maintenance and dietary staff. Must be gentle enough for repeated use (healthcare workers wash hands 40-100 times per shift).,5.0,50.0,Low VOC
75,Connecticut,US-CT,United States,OTC Model Rule — Connecticut Consumer Products VOC Regulations,Connecticut Department of Environmental Protection / OTC,Stainless Steel Cleaner,8.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Daily use on elevators, counters, fixtures. Healthcare facilities prefer non-aerosol formulations to reduce VOC emissions.",5.0,50.0,Low VOC
76,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,General Purpose Cleaner,7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Primary workhorse for patient room turnover and common area maintenance. IPAC protocols require low-residue, low-VOC formulations.",5.0,50.0,Low VOC
77,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,General Purpose Degreaser,40.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Used in healthcare kitchen and dietary services, mechanical rooms, and loading docks. Must meet OSHA PEL for enclosed-space use.",5.0,50.0,Low VOC
78,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Glass Cleaner,7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"High-frequency use on interior glass partitions, patient room windows, and nurse station barriers. Low-VOC critical in ICU/NICU environments.",5.0,50.0,Low VOC
79,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Bathroom and Tile Cleaner,7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Daily use in patient, staff, and public washrooms. Healthcare facilities require products effective against nosocomial pathogens while meeting VOC limits.",5.0,50.0,Low VOC
80,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Toilet/Urinal Care Product,5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Daily maintenance in all facility washrooms. Acid-based products must also meet corrosion standards for plumbing in healthcare settings.,5.0,50.0,Ultra-Low VOC
81,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Floor Wax Stripper,0.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Periodic use (semi-annual to annual) in corridors and common areas. Zero-VOC formulations preferred due to off-gassing during application.,5.0,50.0,Zero VOC
82,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Floor Finish / Polish,5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Applied after stripping. Must cure to a slip-resistant finish meeting ASTM D2047 (coefficient of friction >= 0.5) in healthcare corridors.,5.0,50.0,Ultra-Low VOC
83,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Carpet Cleaner (Extraction),5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Used in administrative areas, waiting rooms, and some long-term care patient rooms. Hot water extraction preferred for allergen removal.",5.0,50.0,Ultra-Low VOC
84,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Carpet Cleaner (Encapsulation),7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Low-moisture alternative for areas that cannot tolerate extended drying times. Lower VOC profile than extraction chemistry.,5.0,50.0,Low VOC
85,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Disinfectant (Spray),45.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Critical for surface disinfection in patient care areas. Must be effective against C. difficile, MRSA, and VRE while meeting VOC thresholds.",5.0,50.0,Low VOC
86,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Disinfectant (Concentrate),10.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Diluted on-site for mop-and-bucket or autoscrubber use. Lower VOC per application than spray disinfectants due to dilution.,5.0,50.0,Low VOC
87,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Sanitizer (Food Contact),15.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Required in healthcare dietary departments. Must meet Health Canada or EPA requirements for no-rinse food contact surface sanitization.,5.0,50.0,Low VOC
88,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Air Freshener (Spray),20.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Discouraged in clinical areas due to patient sensitivity. May be used in administrative or public-facing non-clinical spaces only.,5.0,50.0,Low VOC
89,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Air Freshener (Liquid/Wick),5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Lower emission rate than sprays. Some healthcare facilities prohibit all air fresheners in clinical zones per IPAC guidelines.,5.0,50.0,Ultra-Low VOC
90,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Metal Polish/Cleanser,25.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Used on stainless steel fixtures, handrails, elevator doors. Healthcare-grade products should be non-abrasive and low-odour.",5.0,50.0,Low VOC
91,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Furniture Maintenance Product,12.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Used on waiting room, office, and common area furniture. Avoid silicone-based products on healthcare seating (interferes with infection control).",5.0,50.0,Low VOC
92,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Oven/Grill Cleaner,5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Dietary department use only. Must be used with ventilation due to alkaline off-gassing. Low-VOC formulations reduce ventilation requirements.,5.0,50.0,Ultra-Low VOC
93,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Laundry Detergent (Institutional),5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,High-volume use in healthcare laundry. Must be compatible with thermal disinfection cycles (71°C / 160°F for 25 minutes).,5.0,50.0,Ultra-Low VOC
94,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Fabric Softener (Institutional),4.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used selectively — many healthcare laundry programs skip softener to maintain antimicrobial textile treatments.,5.0,50.0,Ultra-Low VOC
95,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Spot Remover,15.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used on carpeted areas and upholstered furniture. Must not leave residues that interfere with subsequent disinfection.,5.0,50.0,Low VOC
96,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Dust Suppressant,0.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used in construction/renovation zones adjacent to active patient care. ICRA (Infection Control Risk Assessment) protocols apply.,5.0,50.0,Zero VOC
97,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Adhesive Remover,35.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used for label/tape residue removal from equipment and surfaces. Low-VOC formulations required for use near patient care areas.,5.0,50.0,Low VOC
98,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Graffiti Remover,40.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Occasional use in emergency departments, psychiatric units, and exterior surfaces. High-VOC products require ventilation controls.",5.0,50.0,Low VOC
99,Delaware,US-DE,United States,OTC Model Rule — Delaware Consumer Products VOC Regulations,Delaware Department of Environmental Protection / OTC,Heavy-Duty Hand Cleaner,7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used by maintenance and dietary staff. Must be gentle enough for repeated use (healthcare workers wash hands 40-100 times per shift).,5.0,50.0,Low VOC
