id,product_id,product_name,manufacturer,product_category,voc_content_g_per_L,effective_voc_diluted_g_per_L,dilution_ratio,coverage_sqft_per_L,price_per_litre_cad,certifications,healthcare_approved,recommended_facility_types,compliant_jurisdiction_count,total_jurisdictions_checked,compliant_jurisdictions,non_compliant_jurisdictions,din_npn,sds_available,voc_classification,ipac_compatible,green_seal_eligible
46,PROD-B7ADD549,Carroll Company FiberRescue 1000,Carroll Company,Spot Remover,15.9,15.9,RTU (Ready-to-Use),128,24.44,EPA Safer Choice,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Conditional,No
47,PROD-C0D54B68,Spartan Chemical OdorNeutral Spray Max,Spartan Chemical,Air Freshener (Spray),29.9,29.9,RTU (Ready-to-Use),827,4.23,None,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,No,No
48,PROD-690430F9,National Chemical Laboratories DustLock Zero 200,National Chemical Laboratories,Dust Suppressant,0.8,0.09,1:8,313,4.04,Green Seal GS-37; UL ECOLOGO; LEED v4 Compliant,Yes,Dental Clinic; Long-Term Care Home; Diagnostic Imaging Centre; Psychiatric Facility; Community Health Centre; Outpatient Surgery Centre; Medical Office Building,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Ultra-Low VOC,Yes,Yes
49,PROD-6D8A590C,Buckeye International GrillMaster Clean Ultra,Buckeye International,Oven/Grill Cleaner,9.1,1.82,1:4,42,32.43,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Psychiatric Facility; Community Health Centre; Outpatient Surgery Centre; Medical Office Building; Dental Clinic; Diagnostic Imaging Centre; Emergency Department; Long-Term Care Home; Rehabilitation Centre; Acute Care Hospital,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
50,PROD-F53757A1,Dustbane Products GP-Clean Pro,Dustbane Products,General Purpose Cleaner,2.2,2.2,RTU (Ready-to-Use),320,3.87,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Medical Office Building; Diagnostic Imaging Centre; Outpatient Surgery Centre; Acute Care Hospital; Psychiatric Facility; Emergency Department; Dental Clinic; Rehabilitation Centre; Long-Term Care Home,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,Yes
51,PROD-644F81BC,Procter & Gamble Professional UrbanClean Graffiti HD,Procter & Gamble Professional,Graffiti Remover,21.5,21.5,RTU (Ready-to-Use),31,30.71,None,No,,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Low VOC,Conditional,No
52,PROD-0A300A49,Spartan Chemical HandPro Heavy Duty 1000,Spartan Chemical,Heavy-Duty Hand Cleaner,0.9,0.9,RTU (Ready-to-Use),,18.07,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Diagnostic Imaging Centre; Dental Clinic; Community Health Centre; Psychiatric Facility,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,Yes
53,PROD-370B7508,GOJO Industries ThermalWash Pro Elite,GOJO Industries,Laundry Detergent (Institutional),5.0,0.05,1:100,,14.76,UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Diagnostic Imaging Centre; Acute Care Hospital; Outpatient Surgery Centre; Dental Clinic; Long-Term Care Home; Rehabilitation Centre; Emergency Department; Community Health Centre; Medical Office Building; Psychiatric Facility,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Ultra-Low VOC,Yes,No
54,PROD-49C68FCF,3M Commercial Solutions TileMaster Pro Elite,3M Commercial Solutions,Bathroom and Tile Cleaner,3.4,3.4,RTU (Ready-to-Use),393,12.36,UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Dental Clinic; Acute Care Hospital; Diagnostic Imaging Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,No
55,PROD-C187FB95,Hillyard Inc. CrystalCap LM Ultra,Hillyard Inc.,Carpet Cleaner (Encapsulation),6.5,6.5,RTU (Ready-to-Use),325,26.73,EPA Safer Choice; LEED v4 Compliant,Yes,Community Health Centre; Diagnostic Imaging Centre; Rehabilitation Centre,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,Yes,No
56,PROD-6C7A2F1D,Betco Corporation UrbanClean Graffiti Plus,Betco Corporation,Graffiti Remover,17.9,17.9,RTU (Ready-to-Use),19,32.67,EPA Safer Choice,No,,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Low VOC,Conditional,No
57,PROD-F0E5A635,Swish Maintenance SaniBowl HC 1000,Swish Maintenance,Toilet/Urinal Care Product,4.9,4.9,RTU (Ready-to-Use),120,4.91,Green Seal GS-37; UL ECOLOGO; LEED v4 Compliant,Yes,Community Health Centre; Emergency Department; Rehabilitation Centre; Psychiatric Facility; Dental Clinic; Acute Care Hospital; Medical Office Building; Diagnostic Imaging Centre,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,No,Ultra-Low VOC,Yes,Yes
58,PROD-2725A7A7,Rochester Midland Corporation CleanSight 100,Rochester Midland Corporation,Glass Cleaner,10.3,0.31,1:32,944,5.46,None,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Conditional,No
59,PROD-97DEDC7D,National Chemical Laboratories HygiLaundry LV,National Chemical Laboratories,Laundry Detergent (Institutional),5.2,0.05,1:100,,5.64,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Outpatient Surgery Centre; Emergency Department; Medical Office Building; Long-Term Care Home; Dental Clinic; Rehabilitation Centre; Community Health Centre; Psychiatric Facility; Acute Care Hospital,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
60,PROD-D2A289C3,Procter & Gamble Professional ViruGuard 256 Elite,Procter & Gamble Professional,Disinfectant (Concentrate),5.2,0.02,1:256,706,19.33,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice,Yes,Dental Clinic; Rehabilitation Centre; Community Health Centre; Medical Office Building; Acute Care Hospital; Long-Term Care Home; Outpatient Surgery Centre; Psychiatric Facility,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,DIN 02209573,Yes,Low VOC,Yes,Yes
61,PROD-288A0279,Swish Maintenance HygiLaundry 1000,Swish Maintenance,Laundry Detergent (Institutional),3.6,0.01,1:400,,4.01,EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Medical Office Building; Long-Term Care Home; Outpatient Surgery Centre; Diagnostic Imaging Centre; Community Health Centre; Rehabilitation Centre; Dental Clinic; Acute Care Hospital; Emergency Department; Psychiatric Facility,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Ultra-Low VOC,Yes,No
62,PROD-9DD5482F,Diversey Holdings CarpetMax Extraction 1000,Diversey Holdings,Carpet Cleaner (Extraction),4.6,0.27,1:16,277,23.98,UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold,Yes,Long-Term Care Home; Acute Care Hospital; Psychiatric Facility; Dental Clinic; Diagnostic Imaging Centre; Outpatient Surgery Centre; Medical Office Building; Community Health Centre,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Ultra-Low VOC,Yes,No
63,PROD-8EED4AE0,Pioneer Eclipse SoftTouch Institutional 500,Pioneer Eclipse,Fabric Softener (Institutional),1.0,0.0,1:200,,10.13,UL ECOLOGO; LEED v4 Compliant,Yes,Diagnostic Imaging Centre; Dental Clinic; Medical Office Building; Psychiatric Facility; Acute Care Hospital; Rehabilitation Centre; Long-Term Care Home; Outpatient Surgery Centre; Community Health Centre; Emergency Department,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,No
64,PROD-3DB1EC45,Ecolab Inc. DuraCoat Healthcare GS,Ecolab Inc.,Floor Finish / Polish,4.1,4.1,RTU (Ready-to-Use),296,10.16,Green Seal GS-37; EPA Safer Choice; UL GREENGUARD Gold,Yes,Psychiatric Facility; Long-Term Care Home; Acute Care Hospital; Emergency Department; Community Health Centre; Diagnostic Imaging Centre,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Ultra-Low VOC,Yes,Yes
65,PROD-149E148D,Procter & Gamble Professional FloorStrip Pro 700,Procter & Gamble Professional,Floor Wax Stripper,2.3,0.14,1:16,250,9.78,EPA Safer Choice,Yes,Acute Care Hospital; Community Health Centre; Diagnostic Imaging Centre; Psychiatric Facility; Long-Term Care Home,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,No,Ultra-Low VOC,Yes,No
66,PROD-18C2195A,Essential Industries StripMaster Zero-VOC Select,Essential Industries,Floor Wax Stripper,0.3,0.06,1:4,148,24.26,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice,Yes,Community Health Centre; Long-Term Care Home; Acute Care Hospital; Diagnostic Imaging Centre; Medical Office Building,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,No,Ultra-Low VOC,Yes,Yes
67,PROD-F746563F,Ecolab Inc. TextileClean Pro Ultra,Ecolab Inc.,Carpet Cleaner (Extraction),4.8,0.28,1:16,166,15.99,UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Diagnostic Imaging Centre; Dental Clinic; Emergency Department; Rehabilitation Centre; Psychiatric Facility; Acute Care Hospital; Community Health Centre; Long-Term Care Home; Outpatient Surgery Centre,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Ultra-Low VOC,Yes,No
68,PROD-8C599B5B,Enviro-Solutions BaseCoat Remover 300,Enviro-Solutions,Floor Wax Stripper,1.9,0.38,1:4,268,18.27,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Emergency Department; Medical Office Building; Outpatient Surgery Centre; Rehabilitation Centre; Long-Term Care Home,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Ultra-Low VOC,Yes,Yes
69,PROD-F06DA9BD,Sani Professional FiberPure HWE Plus,Sani Professional,Carpet Cleaner (Extraction),6.8,0.21,1:32,288,10.82,UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Emergency Department; Diagnostic Imaging Centre; Rehabilitation Centre; Community Health Centre; Outpatient Surgery Centre; Long-Term Care Home; Medical Office Building; Dental Clinic; Acute Care Hospital,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,No
70,PROD-8102BBDF,Essential Industries FloorStrip Pro LV,Essential Industries,Floor Wax Stripper,0.1,0.01,1:8,208,10.72,Green Seal GS-37; EPA Safer Choice; LEED v4 Compliant,Yes,Psychiatric Facility; Emergency Department; Dental Clinic,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Ultra-Low VOC,Yes,Yes
71,PROD-AB679343,Chase Products Co. SteelShine Polish EC,Chase Products Co.,Metal Polish/Cleanser,10.3,10.3,RTU (Ready-to-Use),147,25.95,UL ECOLOGO; EPA Safer Choice,No,,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Low VOC,Conditional,No
72,PROD-4BAADF7E,Charlotte Products FreshBath HC Max,Charlotte Products,Bathroom and Tile Cleaner,4.6,0.14,1:32,244,15.65,Green Seal GS-37; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Emergency Department; Dental Clinic; Long-Term Care Home; Outpatient Surgery Centre; Rehabilitation Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,Yes
73,PROD-E5222068,Swish Maintenance GrillMaster Clean HD,Swish Maintenance,Oven/Grill Cleaner,1.1,1.1,RTU (Ready-to-Use),62,15.58,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Dental Clinic; Community Health Centre; Outpatient Surgery Centre; Medical Office Building; Psychiatric Facility; Diagnostic Imaging Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,Yes
74,PROD-B4AC5E2F,Essential Industries LaundryPro Institutional Plus,Essential Industries,Laundry Detergent (Institutional),4.2,0.04,1:100,,4.54,UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold,Yes,Diagnostic Imaging Centre; Dental Clinic; Emergency Department; Community Health Centre,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Ultra-Low VOC,Yes,No
75,PROD-FF15A276,Clean Control Corporation GrillMaster Clean 500,Clean Control Corporation,Oven/Grill Cleaner,1.1,1.1,RTU (Ready-to-Use),50,21.38,Green Seal GS-37; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Psychiatric Facility; Acute Care Hospital; Medical Office Building; Diagnostic Imaging Centre; Outpatient Surgery Centre; Dental Clinic; Long-Term Care Home; Emergency Department; Community Health Centre; Rehabilitation Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,Yes
76,PROD-ABCDD3AE,Spartan Chemical CleanSight LV,Spartan Chemical,Glass Cleaner,5.4,0.16,1:32,690,5.3,LEED v4 Compliant,Yes,Medical Office Building; Dental Clinic; Outpatient Surgery Centre; Acute Care Hospital; Long-Term Care Home; Rehabilitation Centre,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,Yes,No
77,PROD-18E5192F,Ecolab Inc. SlipSafe Finish 100,Ecolab Inc.,Floor Finish / Polish,7.7,7.7,RTU (Ready-to-Use),265,21.82,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Acute Care Hospital; Medical Office Building; Rehabilitation Centre; Emergency Department; Long-Term Care Home; Dental Clinic; Community Health Centre; Diagnostic Imaging Centre; Psychiatric Facility,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
78,PROD-32FF51E1,Betco Corporation SSClean Pro 1000,Betco Corporation,Stainless Steel Cleaner,6.9,6.9,RTU (Ready-to-Use),219,11.26,Green Seal GS-37; EPA Safer Choice; LEED v4 Compliant,Yes,Psychiatric Facility; Community Health Centre; Medical Office Building,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,Yes,Yes
79,PROD-09833F23,Essential Industries KitchenForce Oven 100,Essential Industries,Oven/Grill Cleaner,5.6,5.6,RTU (Ready-to-Use),52,19.13,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice,Yes,Medical Office Building; Dental Clinic; Long-Term Care Home; Emergency Department; Outpatient Surgery Centre; Diagnostic Imaging Centre,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
80,PROD-78464793,Buckeye International NoRinse FC-200 1000,Buckeye International,Sanitizer (Food Contact),18.5,18.5,RTU (Ready-to-Use),230,7.05,EPA Safer Choice,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,DIN 02257896,Yes,Low VOC,Conditional,No
81,PROD-2D7FF2C9,Sani Professional SteelShine Polish Elite,Sani Professional,Metal Polish/Cleanser,6.8,6.8,RTU (Ready-to-Use),118,8.14,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Long-Term Care Home; Outpatient Surgery Centre; Medical Office Building; Diagnostic Imaging Centre; Community Health Centre; Emergency Department; Psychiatric Facility,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Low VOC,Yes,Yes
82,PROD-D7770C2C,Sani Professional AirSafe Dust Control LV,Sani Professional,Dust Suppressant,0.7,0.08,1:8,319,13.6,UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Medical Office Building; Community Health Centre; Dental Clinic; Rehabilitation Centre,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Ultra-Low VOC,Yes,No
83,PROD-09F51315,Ecolab Inc. SteelShine Polish 200,Ecolab Inc.,Metal Polish/Cleanser,13.5,13.5,RTU (Ready-to-Use),104,23.22,UL ECOLOGO; EPA Safer Choice,No,,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Low VOC,Conditional,No
84,PROD-52D89D99,Core Products Co. WaxBreak Complete EC,Core Products Co.,Floor Wax Stripper,2.2,0.13,1:16,128,32.22,None,No,,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,No,Ultra-Low VOC,Yes,No
85,PROD-8FB4D834,Zep Inc. AirPure Passive HD,Zep Inc.,Air Freshener (Liquid/Wick),4.8,4.8,RTU (Ready-to-Use),994,6.45,Green Seal GS-37; LEED v4 Compliant,Yes,Community Health Centre; Long-Term Care Home; Acute Care Hospital,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Ultra-Low VOC,Yes,Yes
86,PROD-31053275,Charlotte Products InoxBright Pro,Charlotte Products,Stainless Steel Cleaner,14.2,14.2,RTU (Ready-to-Use),210,19.16,UL ECOLOGO; EPA Safer Choice,No,,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Conditional,No
87,PROD-6F2C12BA,Nyco Products FabriSoft HC 200,Nyco Products,Fabric Softener (Institutional),3.5,0.02,1:200,,10.15,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Community Health Centre; Acute Care Hospital; Medical Office Building,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Ultra-Low VOC,Yes,Yes
88,PROD-BD4BD39D,Sani Professional InfectiKill RTU 200,Sani Professional,Disinfectant (Spray),61.8,61.8,RTU (Ready-to-Use),164,9.04,None,No,,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,DIN 02224407,Yes,Standard,No,No
